Organism_ID,Pit,Phylum,Organism,code
266130.0,3.936156995915632,Actinobacteria,Cellulomonas composti (Strain: NBRC 100758),48
266264.0,4.08910307653807,Proteobacteria,Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) (Ralstonia metallidurans) (Strain: ATCC 43123 / DSM 2839 / NBRC 102507 / CH34),1
266265.0,4.08569340291599,Proteobacteria,Paraburkholderia xenovorans (strain LB400) (Strain: LB400),1
266748.0,4.137412818025292,Bacteroidetes,Chryseobacterium antarcticum (Strain: NCTC13489),29
266749.0,4.133703424673668,Bacteroidetes,Chryseobacterium jeonii (Strain: DSM 17048),29
266762.0,4.160216685115142,Bacteroidetes,Porphyromonas gingivicanis (Strain: COT-022 OH1391),29
266779.0,4.081339643202093,Proteobacteria,Chelativorans sp. (strain BNC1) (Strain: BNC1),1
266809.0,4.088184157874329,Proteobacteria,Thalassobacter stenotrophicus (Strain: CECT 5294),1
266810.0,4.158895400239878,Proteobacteria,Photobacterium lipolyticum (Strain: DSM 16190),1
266834.0,4.081131993176106,Proteobacteria,Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti) (Strain: 1021),1
266835.0,4.085876783665404,Proteobacteria,Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099)) (Strain: LMG 29417 / CECT 9101 / MAFF 303099),1
266892.0,4.1560035906518085,Firmicutes,Salibacterium qingdaonense (Strain: CGMCC 1.6134),40
266940.0,3.9099078169794956,Actinobacteria,Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216) (Strain: ATCC BAA-149 / DSM 14245 / SRS30216),48
267125.0,4.148115581196483,Bacteroidetes,Chryseobacterium kwangjuense (Strain: KJ1R5),29
267128.0,4.043227171235139,Proteobacteria,Sphingopyxis granuli (Strain: TFA),1
267363.0,4.134342396429025,Firmicutes,Lactobacillus zymae (Strain: ACA-DC 3411),40
267374.0,4.125001554244892,Proteobacteria,Marinobacterium halophilum (Strain: DSM 17586),1
267377.0,4.101555432312592,Euryarchaeota,Methanococcus maripaludis (strain S2 / LL) (Strain: S2 / LL),63
267608.0,4.067771000508959,Proteobacteria,Ralstonia solanacearum (strain GMI1000) (Pseudomonas solanacearum) (Strain: GMI1000),1
267671.0,4.130910490437886,Spirochaetes,Leptospira interrogans serogroup Icterohaemorrhagiae serovar copenhageni (strain Fiocruz L1-130) (Strain: Fiocruz L1-130),4
267746.0,4.150144678047068,Firmicutes,Aneurinibacillus danicus (Strain: NBRC 102444),40
267747.0,4.093189170376837,Actinobacteria,Cutibacterium acnes (strain DSM 16379 / KPA171202) (Propionibacterium acnes) (Strain: DSM 16379 / KPA171202),48
267748.0,4.027452572926981,Tenericutes,Mycoplasma mobile (strain ATCC 43663 / 163K / NCTC 11711) (Strain: ATCC 43663 / 163K / NCTC 11711),41
267800.0,4.128616429082091,Proteobacteria,Advenella incenata (Strain: DSM 23814),1
267818.0,4.151782991090723,Firmicutes,Lactobacillus kefiranofaciens (Strain: KR),40
267850.0,4.12541046156152,Proteobacteria,Nitrincola lacisaponensis (Strain: 4CA),1
267869.0,4.146835281113969,Cyanobacteria,Microcystis aeruginosa NIES-98 (Strain: NIES-98),49
268115.0,4.106213059812335,Cyanobacteria,Leptolyngbya antarctica,49
268407.0,4.152953104074597,Firmicutes,Paenibacillus wynnii (Strain: DSM 18334),40
268474.0,4.201775826734059,Metazoa,Trichinella papuae,77
268475.0,4.201036381825548,Metazoa,Trichinella zimbabwensis,77
268505.0,4.1395736411011015,Fungi,Ophiocordyceps unilateralis (Strain: SC16a),74
268735.0,4.050696631912643,Euryarchaeota,Halonotius pteroides (Strain: CECT 7525),63
268739.0,4.01494852722439,Euryarchaeota,Natronomonas moolapensis (strain DSM 18674 / JCM 14361 / 8.8.11) (Strain: DSM 18674 / JCM 14361 / 8.8.11),63
269084.0,4.0846931313569765,Cyanobacteria,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) (Anacystis nidulans) (Strain: ATCC 27144 / PCC 6301 / SAUG 1402/1),49
269482.0,4.068729558316065,Proteobacteria,Burkholderia vietnamiensis (strain G4 / LMG 22486) (Burkholderia cepacia (strain R1808)) (Strain: G4 / LMG 22486),1
269484.0,4.1340422344593115,Proteobacteria,Ehrlichia canis (strain Jake) (Strain: Jake),1
269536.0,3.9564235714909235,Actinobacteria,Frankia sp. R43 (Strain: R43),48
269621.0,4.125808352228418,Fungi,Microbotryum intermedium,74
269660.0,4.003556121165672,Proteobacteria,Methylobacterium brachiatum (Strain: 111MFTsu3.1M4),1
269670.0,4.158595102096256,Firmicutes,Sporolactobacillus nakayamae (Strain: ATCC 700379),40
269673.0,4.157208169614137,Firmicutes,Sporolactobacillus terrae (Strain: DRG1),40
269709.0,4.1525060437525285,Proteobacteria,Methylomicrobium kenyense (Strain: AMO),1
269796.0,4.025180623496072,Proteobacteria,Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIB 8255 / S1) (Strain: ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIB 8255 / S1),1
269797.0,4.143808918506025,Euryarchaeota,Methanosarcina barkeri (strain Fusaro / DSM 804) (Strain: Fusaro / DSM 804),63
269798.0,4.155586632266262,Bacteroidetes,Cytophaga hutchinsonii (strain ATCC 33406 / NCIMB 9469) (Strain: ATCC 33406 / NCIMB 9469),29
269799.0,4.122006556388852,Proteobacteria,Geobacter metallireducens (strain GS-15 / ATCC 53774 / DSM 7210) (Strain: GS-15 / ATCC 53774 / DSM 7210),1
269800.0,4.020013538343203,Actinobacteria,Thermobifida fusca (strain YX) (Strain: YX),48
270351.0,3.9908779009263213,Proteobacteria,Methylobacterium aquaticum (Strain: MA-22A),1
270368.0,4.057991739141048,Proteobacteria,Paucibacter toxinivorans (Strain: DSM 16998),1
270374.0,4.133528171246479,Proteobacteria,Marinobacter sp. ELB17 (Strain: ELB17),1
270498.0,4.153238830569819,Firmicutes,Catabacter hongkongensis (Strain: HKU16),40
270918.0,4.136784705985237,Bacteroidetes,Salegentibacter mishustinae (Strain: KCTC 12263),29
270921.0,4.1304747515446385,Bacteroidetes,Gillisia mitskevichiae (Strain: DSM 19839),29
271096.0,4.155813091401563,Proteobacteria,Shewanella canadensis (Strain: HAW-EB2),1
271099.0,4.154434433275376,Proteobacteria,Shewanella atlantica (Strain: HAW-EB5),1
271156.0,4.128700032820246,Bacteroidetes,Flavobacterium weaverense (Strain: DSM 19727),29
271157.0,4.128411760767439,Bacteroidetes,Flavobacterium segetis (Strain: DSM 19741),29
271160.0,4.153816949411571,Proteobacteria,Nicoletella semolina (Strain: DSM 16380),1
271420.0,4.093371266700866,Proteobacteria,Pseudomonas xanthomarina (Strain: S11),1
271848.0,4.048397798299611,Proteobacteria,Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) (Strain: ATCC 700388 / DSM 13276 / CIP 106301 / E264),1
271865.0,4.10948359842064,Proteobacteria,Ochrobactrum quorumnocens (Strain: A44),1
271881.0,4.1399002681623935,Firmicutes,Lactobacillus plantarum subsp. argentoratensis (Strain: NBRC 106468),40
272123.0,4.1489372448060795,Cyanobacteria,Anabaena cylindrica (strain ATCC 27899 / PCC 7122) (Strain: ATCC 27899 / PCC 7122),49
272129.0,4.141584393668197,Cyanobacteria,[Oscillatoria] sp. PCC 6506 (Strain: PCC 6506),49
272161.0,4.061570208060777,Actinobacteria,Arthrobacter stackebrandtii (Strain: CCM 2783),48
272556.0,4.159296106552244,Proteobacteria,Aggregatibacter actinomycetemcomitans HK1651 (Strain: HK1651),1
272557.0,4.0361040330264055,Crenarchaeota,Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1) (Strain: ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1),69
272558.0,4.1520915690865525,Firmicutes,Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Strain: ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125),40
272559.0,4.181358807702975,Bacteroidetes,Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / JCM 11019 / NCTC 9343) (Strain: ATCC 25285 / DSM 2151 / JCM 11019 / NCTC 9343),29
272560.0,4.045324453035745,Proteobacteria,Burkholderia pseudomallei (strain K96243) (Strain: K96243),1
272561.0,4.149244354824346,Chlamydiae,Chlamydia trachomatis (strain D/UW-3/Cx) (Strain: D/UW-3/Cx),14
272562.0,4.105502328691848,Firmicutes,Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787) (Strain: ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787),40
272563.0,4.098856780757127,Firmicutes,Clostridioides difficile (strain 630) (Peptoclostridium difficile) (Strain: 630),40
272564.0,4.148219412810671,Firmicutes,Desulfitobacterium hafniense (strain DCB-2 / DSM 10664) (Strain: DCB-2 / DSM 10664),40
272567.0,4.139419760876529,Firmicutes,Geobacillus stearothermophilus 10 (Strain: 10),40
272568.0,4.046692965684169,Proteobacteria,Gluconacetobacter diazotrophicus (strain ATCC 49037 / DSM 5601 / PAl5) (Strain: ATCC 49037 / DSM 5601 / PAl5),1
272569.0,4.054815157202373,Euryarchaeota,Haloarcula marismortui (strain ATCC 43049 / DSM 3752 / JCM 8966 / VKM B-1809) (Halobacterium marismortui) (Strain: ATCC 43049),63
272620.0,4.1372721406243524,Proteobacteria,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) (Strain: ATCC 700721 / MGH 78578),1
272621.0,4.147252361168452,Firmicutes,Lactobacillus acidophilus (strain ATCC 700396 / NCK56 / N2 / NCFM) (Strain: ATCC 700396 / NCK56 / N2 / NCFM),40
272622.0,4.1290387722854645,Firmicutes,Lactococcus lactis subsp. cremoris (strain SK11) (Strain: SK11),40
272623.0,4.125416223167815,Firmicutes,Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis) (Strain: IL1403),40
272624.0,4.168257061592455,Proteobacteria,Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513) (Strain: Philadelphia 1 / ATCC 33152 / DSM 7513),1
272626.0,4.130033679818383,Firmicutes,Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262) (Strain: ATCC BAA-680 / CLIP 11262),40
272627.0,4.076225132011053,Proteobacteria,Magnetospirillum magnetotacticum MS-1 (Strain: MS-1),1
272630.0,4.01274736595509,Proteobacteria,Methylorubrum extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1) (Methylobacterium extorquens) (Strain: ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1),1
272631.0,4.067682612027206,Actinobacteria,Mycobacterium leprae (strain TN) (Strain: TN),48
272632.0,4.061287018884968,Tenericutes,Mycoplasma mycoides subsp. mycoides SC (strain PG1) (Strain: PG1),41
272633.0,4.06519509782907,Tenericutes,Mycoplasma penetrans (strain HF-2) (Strain: HF-2),41
272634.0,4.131413849298949,Tenericutes,Mycoplasma pneumoniae (strain ATCC 29342 / M129) (Strain: ATCC 29342 / M129),41
272635.0,4.049974146024285,Tenericutes,Mycoplasma pulmonis (strain UAB CTIP) (Strain: UAB CTIP),41
272774.0,4.114954282492255,Proteobacteria,Halomonas alkaliphila (Strain: X3),1
272831.0,4.146102846216058,Proteobacteria,Neisseria meningitidis serogroup C / serotype 2a (strain ATCC 700532 / DSM 15464 / FAM18) (Strain: ATCC 700532 / DSM 15464 / FAM18),1
272843.0,4.157494835313891,Proteobacteria,Pasteurella multocida (strain Pm70) (Strain: Pm70),1
272844.0,4.083964460465604,Euryarchaeota,Pyrococcus abyssi (strain GE5 / Orsay) (Strain: GE5 / Orsay),63
272918.0,4.034438399232856,Actinobacteria,Nesterenkonia sandarakina (Strain: CG 35),48
272942.0,4.0323812111870385,Proteobacteria,Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003) (Strain: ATCC BAA-309 / NBRC 16581 / SB1003),1
272943.0,4.023909306318024,Proteobacteria,Rhodobacter sphaeroides (strain ATCC 17023 / 2.4.1 / NCIB 8253 / DSM 158) (Strain: ATCC 17023 / 2.4.1 / NCIB 8253 / DSM 158),1
272944.0,4.115953064232929,Proteobacteria,Rickettsia conorii (strain ATCC VR-613 / Malish 7) (Strain: ATCC VR-613 / Malish 7),1
272947.0,4.107104395480997,Proteobacteria,Rickettsia prowazekii (strain Madrid E) (Strain: Madrid E),1
272951.0,4.114080434422401,Proteobacteria,Rickettsia sibirica (strain ATCC VR-151 / 246) (Strain: ATCC VR-151 / 246),1
273032.0,4.144115900572284,Firmicutes,Bacillus taeanensis (Strain: BH030017),40
273035.0,4.10572253446733,Tenericutes,Spiroplasma kunkelii CR2-3x (Strain: CR2-3x),41
273057.0,4.100628399911189,Crenarchaeota,Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2) (Sulfolobus solfataricus) (Strain: ATCC 35092 / DSM 1617 / JCM 11322 / P2),69
273063.0,4.093312617994472,Crenarchaeota,Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) (Sulfolobus tokodaii) (Strain: DSM 16993 / JCM 10545 / NBRC 100140 / 7),69
273068.0,4.097666660984259,Firmicutes,Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis) (Strain: DSM 15242 / JCM 11007 / NBRC 100824 / MB4),40
273075.0,4.132638006070802,Euryarchaeota,Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165) (Strain: ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165),63
273116.0,4.1228303480094795,Euryarchaeota,Thermoplasma volcanium (strain ATCC 51530 / DSM 4299 / JCM 9571 / NBRC 15438 / GSS1) (Strain: ATCC 51530 / DSM 4299 / JCM 9571 / NBRC 15438 / GSS1),63
273119.0,4.06861977347266,Tenericutes,Ureaplasma parvum serovar 3 (strain ATCC 700970) (Strain: ATCC 700970),41
273121.0,4.116194537254504,Proteobacteria,Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes) (Strain: ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W),1
273123.0,4.150438828320187,Proteobacteria,Yersinia pseudotuberculosis serotype I (strain IP32953) (Strain: IP32953),1
273384.0,4.05963031397912,Actinobacteria,Brevibacterium aurantiacum (Strain: 900_6),48
273676.0,3.9921071042637797,Actinobacteria,Nocardioides oleivorans (Strain: CGMCC 4.6882),48
273677.0,3.983871434020793,Actinobacteria,Microbacterium oleivorans (Strain: F-B2),48
273678.0,4.00134554303319,Actinobacteria,Microbacterium hydrocarbonoxydans (Strain: DSM 16089),48
274537.0,4.140824084732378,Chlorobi,Chlorobaculum limnaeum (Strain: DSM 1677 / 4930),28
274592.0,4.068375917292829,Proteobacteria,Hoeflea marina (Strain: DSM 16791),1
277988.0,4.097081057434565,Euryarchaeota,Thermococcus thioreducens (Strain: OGL-20),63
278137.0,4.031849902047079,Actinobacteria,Mycolicibacterium gilvum (strain DSM 45189 / LMG 24558 / Spyr1) (Mycobacterium gilvum) (Strain: DSM 45189 / LMG 24558 / Spyr1),48
278153.0,4.084955870587441,Proteobacteria,Mesorhizobium sp. WSM1497 (Strain: WSM1497),1
278197.0,4.1404135602230765,Firmicutes,Pediococcus pentosaceus (strain ATCC 25745 / CCUG 21536 / LMG 10740 / 183-1w) (Strain: ATCC 25745 / CCUG 21536 / LMG 10740 / 183-1w),40
278856.0,4.193821205732662,Metazoa,Danaus plexippus plexippus,77
278938.0,4.172113099772609,Fungi,Botrytis elliptica (Strain: Be9601),74
278940.0,4.171971466045642,Fungi,Botrytis galanthina (Strain: MUCL435),74
278943.0,4.171184083672738,Fungi,Botrytis hyacinthi (Strain: Bh0001),74
278944.0,4.171496137770159,Fungi,Botryotinia narcissicola (Strain: MUCL2120),74
278948.0,4.170781546285643,Fungi,Botrytis paeoniae (Strain: Bp0003),74
278956.0,4.089473367899982,Verrucomicrobia,Opitutaceae bacterium TAV1 (Strain: TAV1),18
278959.0,4.11433760487353,Verrucomicrobia,Opitutaceae bacterium TAV4 (Strain: TAV4),18
278992.0,3.9778173112585895,Actinobacteria,Streptomyces ambofaciens (strain ATCC 23877 / 3486 / DSM 40053 / JCM 4204 / NBRC 12836 / NRRL B-2516) (Strain: ATCC 23877 / 3486 / DSM 40053 / JCM 4204 / NBRC 12836 / NRRL B-2516),48
279010.0,4.144408531296175,Firmicutes,Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / NBRC 12200 / NCIMB 9375 / NRRL NRS-1264 / Gibson 46) (Strain: ATCC 14580 / DSM 13 / JCM 2505 / NBRC 12200 / NCIMB 9375 / NRRL NRS-1264 / Gibson 46),40
279058.0,4.1125478361289645,Proteobacteria,Collimonas arenae (Strain: Ter282),1
279113.0,4.109646285927478,Proteobacteria,Collimonas pratensis (Strain: Ter91),1
279238.0,4.0647028902791655,Proteobacteria,Novosphingobium aromaticivorans (strain ATCC 700278 / DSM 12444 / CIP 105152 / NBRC 16084 / F199) (Strain: ATCC 700278 / DSM 12444 / CIP 105152 / NBRC 16084 / F199),1
279262.0,4.010654217569604,Actinobacteria,Nocardia mexicana (Strain: DSM 44952),48
279360.0,4.144631650424462,Bacteroidetes,Roseivirga ehrenbergii (Strain: KMM 6017),29
279714.0,4.0888284254561595,Proteobacteria,Pseudogulbenkiania ferrooxidans 2002 (Strain: 2002),1
279808.0,4.144011301080035,Firmicutes,Staphylococcus haemolyticus (strain JCSC1435) (Strain: JCSC1435),40
279824.0,4.152024624979522,Bacteroidetes,Algoriphagus alkaliphilus (Strain: DSM 22703),29
279826.0,4.1480571172864344,Firmicutes,Bacillus foraminis (Strain: CV53),40
279828.0,3.988176763363417,Actinobacteria,Microcella alkaliphila (Strain: AC4r),48
279832.0,4.158597044049535,Proteobacteria,Suttonella ornithocola (Strain: NCTC13337),1
280036.0,4.103744255787558,Fungi,Sporisorium graminicola (Strain: CBS 10092),74
280093.0,4.137603438937495,Bacteroidetes,Flavobacterium granuli (Strain: DSM 19729),29
280145.0,4.162103692503954,Proteobacteria,Acinetobacter colistiniresistens (Strain: NIPH 1859),1
280332.0,4.0918067481079925,Proteobacteria,Bradyrhizobium jicamae (Strain: PAC68),1
280333.0,4.089074983463213,Proteobacteria,Bradyrhizobium pachyrhizi (Strain: BR3262),1
280505.0,4.13154913045254,Spirochaetes,Leptospira borgpetersenii serovar Ballum (Strain: 56604),4
280699.0,4.102593123575935,Rhodophyta,Cyanidioschyzon merolae (strain 10D) (Red alga) (Strain: 10D),83
280871.0,4.047265911372237,Actinobacteria,Mycolicibacterium llatzerense (Strain: CLUC14),48
281090.0,4.007356549186448,Actinobacteria,Leifsonia xyli subsp. xyli (strain CTCB07) (Strain: CTCB07),48
281093.0,4.131063422187589,Chlorobi,Prosthecochloris sp. GSB1 (Strain: TY Vent \ GSB1 \ Ty-1),28
281105.0,3.962259559215155,Actinobacteria,Kitasatospora viridis (Strain: DSM 44826),48
281252.0,4.093578459616997,Proteobacteria,Labrenzia marina (Strain: DSM 17023),1
281309.0,4.147713678857568,Firmicutes,Bacillus thuringiensis subsp. konkukian (strain 97-27) (Strain: 97-27),40
281310.0,4.156627927443308,Proteobacteria,Haemophilus influenzae (strain 86-028NP) (Strain: 86-028NP),1
281362.0,4.09566882793026,Proteobacteria,Dechloromonas denitrificans (Strain: ATCC BAA-841),1
281375.0,4.164671023651991,Proteobacteria,Acinetobacter marinus (Strain: ANC 3699),1
281456.0,4.138945707555555,Firmicutes,Thermincola ferriacetica (Strain: Z-0001),40
281687.0,4.198544161653562,Metazoa,Caenorhabditis japonica (Strain: DF5081),77
281689.0,4.151353170162691,Proteobacteria,Desulfuromonas acetoxidans (strain DSM 684 / 11070) (Strain: DSM 684 / 11070),1
281739.0,4.148196050900779,Proteobacteria,Idiomarina seosinensis (Strain: CL-SP19),1
282197.0,4.036571406161816,Proteobacteria,Jannaschia rubra (Strain: CECT 5088),1
282199.0,4.106591925967244,Proteobacteria,Nereida ignava (Strain: CECT 5292),1
282301.0,4.129605531723069,Metazoa,Macrostomum lignano,77
282420.0,4.149700219490345,Cyanobacteria,Planktothrix agardhii CCAP 1459/11A (Strain: CCAP 1459/11A),49
282423.0,4.148807146215767,Cyanobacteria,Planktothrix agardhii NIES-204 (Strain: NIES-204),49
282676.0,4.092802159360398,Crenarchaeota,Acidianus manzaensis (Strain: YN-25),69
282683.0,4.063325178558144,Proteobacteria,Salipiger thiooxidans (Strain: DSM 10146),1
283165.0,4.154882680917354,Proteobacteria,Bartonella quintana (strain Toulouse) (Rochalimaea quintana) (Strain: Toulouse),1
283166.0,4.1571932710514945,Proteobacteria,Bartonella henselae (strain ATCC 49882 / DSM 28221 / Houston 1) (Rochalimaea henselae) (Strain: ATCC 49882 / DSM 28221 / Houston 1),1
283643.0,4.1461604177544436,Fungi,Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) (Filobasidiella neoformans) (Strain: B-3501A),74
283734.0,4.158667186604514,Firmicutes,Staphylococcus pseudintermedius (Strain: ST525 1),40
